postcode,suburb
2790,South Bowenfels
2790,South Littleton
2790,Vale Of Clwydd
2791,Carcoar
2792,Mandurama
2793,Darbys Falls
2793,Woodstock (Cowra - NSW)
2794,Cowra
2794,Wattamondara
2795,Abercrombie
2795,Bathurst
2795,Billywillinga
2795,Brewongle
2795,Burraga
2795,Eglinton (NSW)
2795,Evans Plains
2795,Fosters Valley
2795,Georges Plains
2795,Gormans Hill
2795,Hill End (NSW)
2795,Kelso (NSW)
2795,Kirkconnell
2795,Llanarth (NSW)
2795,Meadow Flat
2795,Mitchell (NSW)
2795,Mount Rankin
2795,Napoleon Reef
2795,Newbridge (NSW)
2795,O'Connell (NSW)
2795,Peel
2795,Perthville
2795,Raglan (NSW)
2795,Robin Hill
2795,Rock Forest
2795,Rockley
2795,South Bathurst
2795,Sunny Corner
2795,The Lagoon
2795,Trunkey Creek
2795,Wattle Flat (NSW)
2795,West Bathurst
2795,White Rock (NSW)
2795,Windradyne
2795,Yetholme
2797,Lyndhurst (Blayney - NSW)
2798,Forest Reefs
2798,Millthorpe
2798,Shadforth (NSW)
2798,Spring Hill (Cabonne - NSW)
2798,Spring Terrace
2799,Barry (Blayney - NSW)
2799,Blayney
2799,Neville
2800,Belgravia
2800,Borenore
2800,Canobolas
2800,Cargo
2800,Clifton Grove
2800,Huntley (Orange - NSW)
2800,Lewis Ponds
2800,Lucknow (NSW)
2800,Mullion Creek
2800,Nashdale
2800,Ophir
2800,Orange
2800,Springside (NSW)
2800,Summer Hill Creek
2803,Bendick Murrell
2804,Canowindra
2804,Moorbel
2805,Gooloogong
2806,Eugowra
2807,Koorawatha
2808,Wyangala
2809,Greenethorpe
2810,Caragabal
2810,Grenfell
2810,Warraderry
2820,Apsley (NSW)
2820,Comobella
2820,Geurie
2820,Gollan
2820,Montefiores
2820,Mount Arthur
2820,Mumbil
2820,Neurea
2820,Spicers Creek
2820,Stuart Town
2820,Wellington (NSW)
2821,Burroway
2821,Narromine
2823,Gin Gin (NSW)
2823,Trangie
2824,Girilambone
2824,Marthaguy
2824,Ravenswood (NSW)
2824,Warren
2825,Hermidale
2825,Nyngan
2827,Biddon
2827,Collie (NSW)
2827,Gilgandra
2828,Gulargambone
2829,Coonamble
2829,Gilgooma
2830,Ballimore
2830,Beni
2830,Brocklehurst
2830,Bruah
2830,Bunglegumbie
2830,Burrabadine
2830,Cumboogle
2830,Delroy Heights
2830,Dubbo
2830,Eschol
2830,Eulomogo
2830,Minore Falls
2830,Mugga Downs
2830,Obley
2830,Terramungamine
2830,Yarrabar
2831,Armatree
2831,Balladoran
2831,Carinda
2831,Eumungerie
2831,Geurie
2831,Girilambone
2831,Goodooga
2831,Merrygoen
2831,Nevertire
2831,Quambone
2831,Tooraweenah
2831,Warren
2831,Wongarbon
2832,Come By Chance
2832,Cumborah
2832,Walgett
2833,Collarenebri
2833,Mallowa
2834,Lightning Ridge
2835,Cobar
2835,Kerrigundi
2836,White Cliffs
2836,Wilcannia
2839,Brewarrina
2839,Weilmoringle
2840,Bourke
2840,Enngonia
2840,Wanaaring
2842,Mendooran
2843,Coolah
2844,Dunedoo
2844,Leadville
2845,Wallerawang
2846,Capertee
2847,Portland (NSW)
2848,Charbon
2848,Clandulla
2848,Kandos
2849,Breakfast Creek
2849,Coxs Creek
2849,Glen Davis
2849,Lidsdale
2849,Rylstone
2850,Bombira
2850,Budgee Budgee (NSW)
2850,Burrundulla
2850,Cooks Gap
2850,Cooyal
2850,Grattai
2850,Hargraves
2850,Ilford
2850,Kains Flat
2850,Lue
2850,Menah
2850,Mudgee
2850,Putta Bucca
2850,Spring Flat
2850,St Fillans
2850,Windeyer (NSW)
2850,Wollar
2850,Yarrawonga (NSW)
2852,Gulgong
2852,Piambong
2852,Stubbo
2852,Tallawang
2864,Bowan Park
2864,Cudal
2865,Manildra
2866,Garra
2866,Larras Lee
2866,Molong
2867,Cumnock
2868,North Yeoval
2868,Yeoval
2869,Goonumbla
2869,Peak Hill (NSW)
2869,Tomingley
2870,Cookamidgera
2870,Cooks Myalls
2870,Goonumbla
2870,Parkes (NSW)
2871,Bedgerebong
2871,Bundaburrah
2871,Calarie
2871,Forbes (NSW)
2871,Grawlin
2871,Jemalong
2873,Tottenham (NSW)
2874,Tullamore
2875,Fifield
2875,Ootha
2875,Trundle
2876,Bogan Gate
2877,Condobolin
2877,Euabalong
2878,Ivanhoe (NSW)
2879,Menindee
2879,Sunset Strip (NSW)
2880,Broken Hill
2880,Mutawintji
2880,Tibooburra
2898,Lord Howe Island
2900,Greenway
2902,Kambah
2903,Oxley (ACT)
2903,Wanniassa
2904,Fadden
2904,Gowrie (ACT)
2904,Macarthur (ACT)
2904,Monash (ACT)
2905,Bonython
2905,Calwell
2905,Chisholm (ACT)
2905,Gilmore (ACT)
2905,Isabella Plains
2905,Richardson
2905,Theodore (ACT)
2906,Banks
2906,Conder
2906,Gordon (ACT)
2911,Crace
2911,Mitchell (ACT)
2912,Casey
2912,Gungahlin
2913,Franklin (ACT)
2913,Ngunnawal
2913,Nicholls
2913,Palmerston (ACT)
2914,Amaroo (ACT)
2914,Bonner
2914,Forde
2914,Harrison
3000,Melbourne
3002,East Melbourne
3003,West Melbourne
3004,Melbourne
3005,Docklands
3006,South Wharf
3006,Southbank
3008,Docklands
3010,Parkville (Vic.)
3011,Footscray
3011,Seddon (Vic.)
3012,Brooklyn (Vic.)
3012,Kingsville
3012,Maidstone
3012,Tottenham (Vic.)
3012,West Footscray
3013,Yarraville
3015,Newport (Vic.)
3015,South Kingsville
3015,Spotswood
3016,Williamstown (Vic.)
3016,Williamstown North
3018,Altona (Vic.)
3018,Seaholme
3019,Braybrook
3020,Albion (Vic.)
3020,Sunshine (Vic.)
3020,Sunshine North
3020,Sunshine West
3021,Albanvale
3021,Kealba
3021,Kings Park (Vic.)
3021,St Albans (Vic.)
3022,Ardeer
3023,Burnside (Vic.)
3023,Burnside Heights
3023,Cairnlea
3023,Caroline Springs
3023,Deer Park
3023,Ravenhall
3024,Mount Cottrell
3024,Wyndham Vale
3025,Altona North
3026,Laverton North
3027,Williams Landing
3028,Altona Meadows
3028,Laverton (Vic.)
3028,Seabrook
3029,Hoppers Crossing
3029,Tarneit
3029,Truganina
3030,Cocoroc
3030,Derrimut
3030,Point Cook
3030,Werribee
3030,Werribee South
3031,Flemington
3031,Kensington (Vic.)
3032,Ascot Vale
3032,Maribyrnong
3032,Travancore
3033,Keilor East
3034,Avondale Heights
3036,Keilor
3036,Keilor North
3037,Calder Park
3037,Delahey
3037,Hillside (Melton - Vic.)
3037,Sydenham (Vic.)
3037,Taylors Hill
3038,Keilor Downs
3038,Keilor Lodge
3038,Taylors Lakes
3039,Moonee Ponds
3040,Aberfeldie
3040,Essendon
3040,Essendon West
3041,Essendon Fields
3041,Essendon North
3041,Strathmore (Vic.)
3041,Strathmore Heights
3042,Airport West
3042,Keilor Park
3042,Niddrie
3043,Gladstone Park
3043,Gowanbrae
3043,Tullamarine
3044,Pascoe Vale
3044,Pascoe Vale South
3045,Melbourne Airport
3046,Glenroy (Vic.)
3046,Hadfield
3046,Oak Park
3047,Broadmeadows (Vic.)
3047,Dallas
3047,Jacana
3048,Coolaroo
3048,Meadow Heights
3049,Attwood
3049,Westmeadows
3051,North Melbourne
3052,Parkville (Vic.)
3053,Carlton (Vic.)
3054,Carlton North
3054,Princes Hill
3055,Brunswick West
3056,Brunswick (Vic.)
3057,Brunswick East
3058,Coburg
3058,Coburg North
3059,Greenvale (Vic.)
3060,Fawkner
3061,Campbellfield
3062,Somerton (Vic.)
3063,Oaklands Junction
3063,Yuroke
3064,Craigieburn
3064,Mickleham
3064,Roxburgh Park
3065,Fitzroy (Vic.)
3066,Collingwood (Vic.)
3067,Abbotsford (Vic.)
3068,Clifton Hill
3068,Fitzroy North
3070,Northcote
3071,Thornbury
3072,Preston (Vic.)
3073,Reservoir (Vic.)
3074,Thomastown
3075,Lalor
3076,Epping (Vic.)
3078,Alphington
3078,Fairfield (Vic.)
3079,Ivanhoe (Vic.)
3079,Ivanhoe East
3081,Bellfield (Banyule - Vic.)
3081,Heidelberg Heights
3081,Heidelberg West
3082,Mill Park
3083,Bundoora (Vic.)
3083,Kingsbury
3084,Eaglemont
3084,Heidelberg
3084,Rosanna
3084,Viewbank
3085,Macleod (Vic.)
3085,Yallambie
3086,Bundoora (Vic.)
3087,Watsonia
3087,Watsonia North
3088,Briar Hill
3088,Greensborough
3088,St Helena
3089,Diamond Creek
3090,Plenty (Vic.)
3091,Yarrambat
3093,Lower Plenty
3094,Montmorency
3095,Eltham (Vic.)
3095,Eltham North
3095,Research
3096,Wattle Glen
3097,Bend Of Islands
3097,Kangaroo Ground
3099,Arthurs Creek
3099,Cottles Bridge
3099,Hurstbridge
3099,Nutfield
3099,Strathewen
3101,Kew (Vic.)
3102,Kew East
3103,Balwyn
3103,Deepdene (Vic.)
3104,Balwyn North
3105,Bulleen
3106,Templestowe
3107,Templestowe Lower
3108,Doncaster
3109,Doncaster East
3111,Donvale
3113,North Warrandyte
3113,Warrandyte
3114,Park Orchards
3115,Wonga Park
3116,Chirnside Park
3121,Burnley
3121,Cremorne (Vic.)
3121,Richmond (Vic.)
3122,Hawthorn (Vic.)
3123,Hawthorn East
3124,Camberwell (Vic.)
3125,Burwood (Vic.)
3126,Canterbury (Vic.)
3127,Mont Albert
3127,Surrey Hills
3128,Box Hill (Vic.)
3128,Box Hill South
3129,Box Hill North
3129,Mont Albert North
3130,Blackburn
3130,Blackburn North
3130,Blackburn South
3131,Forest Hill (Vic.)
3131,Nunawading
3132,Mitcham (Vic.)
3133,Vermont
3133,Vermont South
3134,Ringwood (Vic.)
3134,Ringwood North
3134,Warrandyte South
3134,Warranwood
3135,Heathmont
3135,Ringwood East
3136,Croydon (Vic.)
3136,Croydon Hills
3136,Croydon North
3136,Croydon South
3137,Kilsyth
3137,Kilsyth South
3138,Mooroolbark
3139,Don Valley
3139,Hoddles Creek
3139,Launching Place
3139,Seville
3139,Seville East
3139,Wandin East
3139,Wandin North
3139,Woori Yallock
3139,Yellingbo
3140,Lilydale (Vic.)
3141,South Yarra
3142,Toorak
3143,Armadale (Vic.)
3144,Kooyong
3144,Malvern (Vic.)
3145,Caulfield East
3145,Malvern East
3146,Glen Iris (Vic.)
3147,Ashburton
3147,Ashwood
3148,Chadstone
3149,Mount Waverley
3150,Glen Waverley
3150,Wheelers Hill
3151,Burwood East
3152,Wantirna
3152,Wantirna South
3153,Bayswater (Vic.)
3153,Bayswater North
3154,The Basin (Vic.)
3155,Boronia
3156,Ferntree Gully
3156,Lysterfield
3156,Lysterfield South
3156,Upper Ferntree Gully
3158,Upwey
3159,Menzies Creek
3159,Selby
3160,Belgrave
3160,Belgrave Heights
3160,Belgrave South
3160,Tecoma
3161,Caulfield North
3162,Caulfield
3162,Caulfield South
3163,Carnegie
3163,Glen Huntly
3163,Murrumbeena
3165,Bentleigh East
3166,Hughesdale
3166,Huntingdale (Vic.)
3166,Oakleigh
3166,Oakleigh East
3167,Oakleigh South
3168,Clayton
3168,Notting Hill
3169,Clarinda
3169,Clayton South
3170,Mulgrave (Vic.)
3171,Springvale (Vic.)
3172,Dingley Village
3172,Springvale South
3173,Keysborough
3174,Noble Park
3174,Noble Park North
3175,Bangholme
3175,Dandenong
3175,Dandenong North
3175,Dandenong South
3177,Doveton
3177,Eumemmerring
3178,Lysterfield
3178,Rowville
3179,Scoresby
3179,Wantirna South
3180,Knoxfield
3181,Prahran
3181,Windsor (Vic.)
3182,St Kilda (Vic.)
3182,St Kilda West
3183,Balaclava (Vic.)
3183,St Kilda East
3184,Elwood
3185,Elsternwick
3185,Gardenvale
3185,Ripponlea
3186,Brighton (Vic.)
3187,Brighton East
3188,Hampton (Vic.)
3188,Hampton East
3189,Moorabbin
3190,Highett
3191,Sandringham (Vic.)
3192,Cheltenham (Vic.)
3193,Beaumaris (Vic.)
3193,Black Rock (Vic.)
3194,Mentone
3194,Moorabbin Airport
3195,Aspendale
3195,Aspendale Gardens
3195,Braeside
3195,Mordialloc
3195,Parkdale
3195,Waterways
3196,Bonbeach
3196,Chelsea
3196,Chelsea Heights
3196,Edithvale
3197,Carrum
3197,Patterson Lakes
3198,Seaford (Vic.)
3199,Frankston
3199,Frankston South
3200,Frankston North
3201,Carrum Downs
3202,Heatherton
3204,Bentleigh
3204,McKinnon
3204,Ormond
3205,South Melbourne
3206,Albert Park (Vic.)
3206,Middle Park (Vic.)
3207,Port Melbourne
3211,Little River (Vic.)
3212,Avalon (Vic.)
3212,Lara
3214,Corio
3214,Norlane
3215,Bell Park
3215,Bell Post Hill
3215,Drumcondra
3215,Hamlyn Heights
3215,North Geelong
3215,Rippleside
3216,Belmont (Vic.)
3216,Freshwater Creek
3216,Grovedale
3216,Highton
3216,Marshall
3216,Mount Duneed
3216,Wandana Heights
3216,Waurn Ponds
3217,Highton
3218,Geelong West
3218,Herne Hill (Vic.)
3218,Manifold Heights
3219,Breakwater
3219,East Geelong
3219,Newcomb
3219,St Albans Park
3219,Thomson (Greater Geelong - Vic.)
3219,Whittington
3220,Geelong
3220,Newtown (Greater Geelong - Vic.)
3220,South Geelong
3221,Anakie
3221,Barrabool
3221,Batesford
3221,Ceres
3221,Fyansford
3221,Gheringhap
3221,Gnarwarre
3221,Lovely Banks
3221,Moolap
3221,Moorabool
3221,Murgheboluc
3221,Wallington
3221,Wye River
3222,Clifton Springs
3222,Curlewis (Vic.)
3222,Drysdale
3222,Mannerim
3222,Marcus Hill
3223,Indented Head
3223,Portarlington
3223,St Leonards (Vic.)
3224,Leopold
3225,Point Lonsdale
3225,Queenscliff (Vic.)
3226,Ocean Grove
3227,Barwon Heads
3227,Breamlea
3227,Connewarre
3228,Bellbrae
3228,Bells Beach
3228,Jan Juc
3228,Torquay (Vic.)
3230,Anglesea
3231,Aireys Inlet
3231,Fairhaven
3231,Lorne (Vic.)
3232,Lorne (Vic.)
3233,Apollo Bay (Vic.)
3233,Marengo (Vic.)
3233,Skenes Creek
3235,Deans Marsh
3236,Forrest (Vic.)
3237,Beech Forest
3238,Johanna
3239,Gellibrand
3240,Gherang
3240,Modewarre
3240,Moriac
3240,Mount Moriac
3240,Paraparap
3241,Winchelsea
3241,Winchelsea South
3242,Birregurra
3243,Barwon Downs
3243,Warncoort
3249,Barongarook
3249,Barongarook West
3249,Coragulac
3249,Dreeite
3249,Irrewarra
3249,Larpent
3249,Pirron Yallock
3249,Swan Marsh
3249,Warrion
3250,Colac
3250,Colac East
3250,Colac West
3250,Elliminyt
3251,Beeac
3251,Cressy (Vic.)
3254,Cororooke
3260,Bookaar
3260,Camperdown (Vic.)
3260,Larralea
3260,Pomborneit
3260,South Purrumbete
3264,Terang
3265,Boorcan
3265,Cudgee
3265,Ecklin South
3265,Ellerslie (Vic.)
3265,Framlingham
3265,Garvoc
3265,Glenormiston South
3265,Kolora
3265,Laang
3265,Noorat
3265,Panmure
3266,Bostocks Creek
3266,Cobden
3266,Cobrico
3266,Glenfyne
3266,Jancourt East
3266,Simpson (Vic.)
3267,Scotts Creek (Vic.)
3268,Brucknell
3268,Cooriemungle
3268,Nirranda
3268,Nullawarre
3268,Timboon
3269,Port Campbell
3269,Princetown
3270,Peterborough (Vic.)
3272,Mortlake (Vic.)
3272,Woorndoo
3273,Hexham (Vic.)
3274,Caramut
3275,Mailors Flat
3276,Woolsthorpe
3277,Allansford
3277,Mepunga East
3277,Naringal
3278,Purnim
3280,Dennington
3280,Warrnambool
3281,Bushfield
3281,Grassmere
3281,Winslow
3281,Woodford (Vic.)
3282,Illowa
3282,Koroit
3283,Crossley
3283,Kirkstall
3283,Warrong
3284,Port Fairy
3285,Narrawong
3285,Rosebrook (Vic.)
3285,Tyrendarra
3285,Yambuk
3286,Macarthur (Vic.)
3287,Hawkesdale
3289,Penshurst (Vic.)
3292,Nelson (Vic.)
3293,Glenthompson
3294,Dunkeld (Vic.)
3300,Hamilton (Vic.)
3301,Broadwater (Vic.)
3301,Byaduk
3301,Moutajup
3301,Tarrington
3301,Yulecart
3302,Branxholme
3302,Grassdale (Vic.)
3303,Condah
3304,Bessiebelle
3304,Dartmoor (Vic.)
3304,Drumborg
3304,Heywood
3305,Bolwarra (Vic.)
3305,Cape Bridgewater
3305,Gorae West
3305,Heathmere
3305,Portland (Vic.)
3305,Portland North
3305,Portland West
3309,Digby
3310,Merino
3311,Casterton
3312,Langkoop
3312,Sandford (Vic.)
3312,Strathdownie
3312,Wando Vale
3314,Bulart
3314,Cavendish
3314,Glenisla
3315,Coleraine
3315,Konongwootong
3315,Nareen
3315,Wando Vale
3317,Harrow
3318,Edenhope
3319,Apsley (Vic.)
3321,Inverleigh
3324,Lismore (Vic.)
3325,Derrinallum
3328,Teesdale (Vic.)
3329,Shelford
3330,Rokewood
3331,Bannockburn (Vic.)
3331,Maude (Vic.)
3331,Russells Bridge
3331,She Oaks
3332,Lethbridge
3333,Meredith
3334,Elaine
3334,Morrisons
3335,Plumpton (Vic.)
3335,Rockbank
3337,Kurunjang
3337,Melton (Vic.)
3337,Melton West
3337,Toolern Vale
3338,Brookfield (Vic.)
3338,Eynesbury
3338,Melton South
3340,Bacchus Marsh
3340,Balliang
3340,Coimadai
3340,Darley
3340,Hopetoun Park
3340,Long Forest
3340,Maddingley
3340,Merrimu
3340,Parwan
3340,Rowsley
3341,Dales Creek
3341,Greendale (Vic.)
3341,Korobeit
3341,Myrniong
3342,Ballan
3342,Beremboke
3345,Gordon (Vic.)
3350,Alfredton
3350,Bakery Hill
3350,Ballarat Central
3350,Ballarat East
3350,Ballarat North
3350,Black Hill (Vic.)
3350,Brown Hill (Vic.)
3350,Canadian
3350,Eureka (Vic.)
3350,Golden Point (Ballarat - Vic.)
3350,Invermay Park
3350,Lake Wendouree
3350,Mount Clear
3350,Mount Helen
3350,Mount Pleasant (Vic.)
3350,Nerrina
3350,Newington (Vic.)
3350,Redan
3350,Soldiers Hill (Vic.)
3351,Berringa
3351,Carngham
3351,Chepstowe
3351,Haddon
3351,Lake Bolac
3351,Ross Creek (Vic.)
3351,Scarsdale
3351,Smythes Creek
3351,Smythesdale
3351,Snake Valley
3351,Streatham
3352,Bonshaw (Vic.)
3352,Bungaree (Vic.)
3352,Bunkers Hill
3352,Burrumbeet
3352,Cambrian Hill
3352,Cardigan
3352,Cardigan Village
3352,Clarendon (Vic.)
3352,Dereel
3352,Dunnstown
3352,Durham Lead
3352,Enfield (Vic.)
3352,Garibaldi
3352,Invermay (Vic.)
3352,Lal Lal
3352,Learmonth (Vic.)
3352,Lexton
3352,Magpie
3352,Millbrook (Vic.)
3352,Miners Rest
3352,Mount Egerton
3352,Mount Rowan
3352,Napoleons
3352,Navigators
3352,Springbank
3352,Sulky
3352,Trawalla
3352,Warrenheip
3352,Waubra
3352,Windermere (Vic.)
3352,Yendon
3355,Lake Gardens
3355,Mitchell Park (Vic.)
3355,Wendouree
3356,Delacombe
3356,Sebastopol (Vic.)
3357,Buninyong
3360,Linton
3360,Mannibadar
3361,Skipton
3363,Creswick
3363,Dean
3364,Allendale
3364,Ascot (Ballarat - Vic.)
3364,Blampied
3364,Broomfield
3364,Kingston (Vic.)
3364,Newlyn North
3364,Smeaton
3370,Clunes (Vic.)
3371,Majorca
3371,Talbot (Vic.)
3373,Beaufort (Vic.)
3373,Raglan (Vic.)
3374,Great Western
3375,Buangor
3377,Ararat
3377,Cathcart (Vic.)
3377,Moyston
3378,Tatyoon
3379,Willaura
3380,Stawell
3381,Halls Gap
3381,Pomonal
3384,Concongella
3384,Landsborough (Vic.)
3384,Navarre
3385,Deep Lead
3385,Glenorchy (Vic.)
3387,Marnoo
3388,Rupanyup
3390,Murtoa
3391,Brim
3392,Minyip
3393,Warracknabeal
3395,Beulah (Vic.)
3396,Hopetoun (Vic.)
3400,Horsham
3401,Brimpaen
3401,Drung
3401,Goroke
3401,Haven
3401,Jung
3401,Laharum
3401,McKenzie Creek
3401,Pimpinio
3401,Quantong
3401,Riverside (Vic.)
3401,Vectis
3401,Wartook
3407,Balmoral (Vic.)
3409,Douglas (Vic.)
3409,Natimuk
3409,Toolondo
3412,Goroke
3413,Minimay
3414,Dimboola
3418,Gerang Gerung
3418,Little Desert
3418,Netherby (Vic.)
3418,Nhill
3419,Kaniva
3420,Serviceton
3420,Telopea Downs
3423,Jeparit
3424,Rainbow
3427,Diggers Rest
3428,Bulla (Vic.)
3429,Sunbury
3429,Wildwood
3430,Clarkefield
3431,Riddells Creek
3433,Monegeetta
3434,Romsey
3435,Goldie
3435,Lancefield
3437,Bullengarook
3437,Gisborne
3437,Gisborne South
3438,New Gisborne
3440,Macedon
3441,Mount Macedon
3442,Ashbourne (Vic.)
3442,Carlsruhe
3442,Hesket
3442,Newham
3442,Woodend (Vic.)
3442,Woodend North
3444,Baynton (Vic.)
3444,Kyneton
3444,Lauriston
3444,Lyal
3444,Metcalfe
3444,Redesdale
3444,Tylden
3446,Malmsbury
3447,Taradale (Vic.)
3448,Elphinstone (Vic.)
3450,Castlemaine
3451,Barkers Creek
3451,Campbells Creek
3451,Chewton
3451,Faraday
3451,Fryerstown
3451,Guildford (Vic.)
3451,McKenzie Hill
3451,Muckleford
3451,Yapeen
3453,Harcourt
3453,Harcourt North
3453,Ravenswood (Vic.)
3458,Blackwood (Vic.)
3458,Trentham
3460,Daylesford
3461,Drummond
3461,Eganstown
3461,Glenlyon (Vic.)
3461,Hepburn
3461,Hepburn Springs
3461,Korweinguboora
3461,Lyonville
3461,Mount Franklin
3461,Musk
3461,Wheatsheaf
3461,Yandoit
3462,Newstead (Vic.)
3462,Sandon (Vic.)
3463,Baringhup
3463,Maldon (Vic.)
3463,Shelbourne
3463,Walmer (Vic.)
3463,Welshmans Reef
3464,Carisbrook
3465,Alma (Vic.)
3465,Bowenvale
3465,Daisy Hill (Vic.)
3465,Maryborough (Vic.)
3467,Avoca (Vic.)
3468,Amphitheatre
3469,Elmhurst
3472,Bet Bet
3472,Dunolly (Vic.)
3475,Bealiba
3477,Carapooee
3478,Moonambel
3478,St Arnaud
3480,Donald
3482,Watchem
3483,Birchip
3485,Woomelang
3490,Big Desert
3490,Murray-Sunset
3490,Ouyen
3491,Patchewollock
3494,Colignan
3494,Nangiloc
3496,Cardross
3496,Meringur
3496,Red Cliffs
3496,Werrimull
3498,Irymple (Vic.)
3500,Mildura
3501,Hattah
3501,Koorlong
3501,Nichols Point
3505,Birdwoodton
3505,Cabarita (Vic.)
3505,Merbein
3505,Merbein South
3505,Yelta (Vic.)
3507,Walpeup
3509,Underbool
3512,Murrayville
3515,Marong
3516,Bridgewater (Vic.)
3516,Bridgewater On Loddon
3516,Leichardt
3517,Glenalbyn
3517,Inglewood (Vic.)
3517,Serpentine (Vic.)
3518,Rheola
3518,Wedderburn (Vic.)
3520,Korong Vale
3521,Pyalong
3522,Tooborac
3523,Heathcote (Vic.)
3523,Knowsley
3523,Mia Mia (Vic.)
3523,Mount Camel
3525,Charlton (Vic.)
3527,Wycheproof
3530,Culgoa
3531,Berriwillock
3533,Nandaly
3533,Sea Lake
3537,Boort
3540,Quambatook
3542,Lalbert
3544,Ultima
3546,Manangatang
3549,Robinvale
3549,Robinvale Irrigation District Section B
3549,Robinvale Irrigation District Section C
3549,Robinvale Irrigation District Section E
3549,Tol Tol
3549,Wemen
3550,Bendigo
3550,East Bendigo
3550,Flora Hill
3550,Ironbark (Vic.)
3550,Kennington
3550,Long Gully
3550,North Bendigo
3550,Quarry Hill
3550,Spring Gully (Vic.)
3550,Strathdale
3550,West Bendigo
3550,White Hills (Vic.)
3551,Ascot (Greater Bendigo - Vic.)
3551,Axe Creek
3551,Axedale
3551,Bagshot
3551,East Bendigo
3551,Emu Creek (Vic.)
3551,Eppalock
3551,Epsom (Vic.)
3551,Huntly
3551,Junortoun
3551,Lockwood
3551,Lockwood South
3551,Longlea
3551,Maiden Gully
3551,Mandurang
3551,Mandurang South
3551,Newbridge (Vic.)
3551,Sedgwick
3551,Strathfieldsaye
3551,Tarnagulla
3551,Toolleen
3551,Wellsford
3551,White Hills (Vic.)
3555,Big Hill (Greater Bendigo - Vic.)
3555,Golden Gully
3555,Golden Square
3555,Kangaroo Flat (Vic.)
3556,California Gully
3556,Eaglehawk
3556,Jackass Flat
3556,Myers Flat
3556,Sailors Gully
3556,Sebastian
3556,Woodvale (Vic.)
3557,Goornong
3558,Elmore
3558,Hunter
3559,Colbinabbin
3559,Corop
3561,Ballendella
3561,Bamawm
3561,Bamawm Extension
3561,Nanneella
3561,Rochester (Vic.)
3562,Torrumbarry
3563,Lockington
3564,Echuca
3564,Echuca Village
3564,Echuca West
3564,Kanyapella
3564,Wharparilla
3566,Gunbower
3567,Leitchville
3568,Cohuna
3568,Keely
3568,McMillans
3568,Mead
3570,Neilborough
3570,Raywood
3571,Dingee
3572,Diggora
3573,Calivil
3573,Pine Grove (Vic.)
3575,Pyramid Hill
3579,Gannawarra
3579,Kerang
3579,Koondrook
3579,Murrabit
3579,Mystic Park
3579,Tragowel
3580,Koondrook
3581,Lake Charm
3584,Lake Boga
3584,Tresco
3585,Murray Downs
3585,Castle Donnington
3585,Swan Hill
3586,Pental Island
3586,Tyntynder
3586,Tyntynder South
3588,Woorinen South
3589,Woorinen
3590,Beverford
3591,Vinifera
3594,Nyah
3595,Nyah West
3596,Wood Wood
3597,Boundary Bend
3597,Piangil
3608,Bailieston
3608,Kirwans Bridge
3608,Nagambie
3608,Wahring
3610,Dhurringile
3610,Murchison (Vic.)
3610,Murchison East
3612,Rushworth
3612,Waranga Shores
3614,Toolamba
3616,Harston
3616,Tatura
3616,Tatura East
3617,Byrneside
3618,Merrigum
3620,Kyabram
3620,Lancaster
3620,Wyuna (Vic.)
3621,Kyvalley
3621,Tongala
3622,Koyuga
3623,Stanhope (Vic.)
3624,Girgarre
3629,Ardmona
3629,Mooroopna
3629,Mooroopna North
3629,Undera
3630,Shepparton
3631,Arcadia (Vic.)
3631,Grahamvale
3631,Kialla
3631,Kialla East
3631,Kialla West
3631,Lemnos
3631,Orrvale
3631,Pine Lodge (Vic.)
3631,Shepparton East
3631,Shepparton North
3633,Congupna
3634,Bunbartha
3634,Katandra West
3634,Tallygaroopna
3635,Kaarimba
3635,Wunghnu
3636,Invergordon (Vic.)
3636,Numurkah
3637,Waaia
3637,Yalca
3638,Kotupna
3638,Nathalia
3639,Barmah
3639,Picola
3640,Katunga
3641,Bearii
3641,Strathmerton
3644,Barooga
3644,Lalalty
3644,Cobram
3644,Cobram East
3644,Koonoomoo
3644,Yarroweyah
3646,Dookie
3646,Yabba North
3649,Katamatite
3658,Broadford
3658,Clonbinane
3658,Hazeldene
3658,Reedy Creek (Vic.)
3658,Strath Creek
3658,Sugarloaf Creek
3658,Waterford Park
3659,Tallarook
3660,Highlands
3660,Hilldene
3660,Seymour (Vic.)
3660,Whiteheads Creek
3662,Puckapunyal
3663,Mangalore (Vic.)
3664,Avenel
3666,Balmattum
3666,Euroa
3666,Longwood (Vic.)
3666,Miepoll
3666,Ruffy
3666,Strathbogie
3669,Violet Town
3670,Baddaginnie
3670,Warrenbayne
3672,Benalla
3673,Lurg
3673,Swanpool
3673,Tatong
3673,Winton (Vic.)
3675,Glenrowan
3675,Greta South
3675,Greta West
3677,Wangaratta (Vic.)
3678,Boorhaman
3678,Byawatha
3678,Carboor
3678,Cheshunt
3678,East Wangaratta
3678,Everton
3678,King Valley
3678,Laceby
3678,Markwood
3678,Milawa
3678,North Wangaratta
3678,Oxley (Vic.)
3678,Peechelba
3678,Tarrawingee
3678,Waldara
3678,Wangandary
3678,Wangaratta South
3682,Norong
3682,Springhurst
3683,Chiltern
3685,Rutherglen
3687,Wahgunyah
3688,Barnawartha
3688,Indigo Valley
3690,West Wodonga
3690,Wodonga
